model,na,nb,nk,alpha,n_params,val_FIT_1step,val_FIT_12,val_FIT_sim,val_block_FIT_sim,val_block_mean_FIT_sim,val_block_std_FIT_sim,val_robust_score
ARX_na2_nb8_nk2_alpha0.1,2,8,2,0.1,131,91.89490450369821,85.64429109557923,-6.09737572095761,"[16.166233426347397, -8.983348433391459, 25.518410677170568, 4.856474867115401]",9.389442634310477,12.885803738635166,2.9465407649928936
ARX_na8_nb1_nk2_alpha0.1,8,1,2,0.1,25,91.61837350286028,84.27300168904937,-2.5116258370997846,"[20.41971384557807, -16.414675511366504, 32.701011093292095, 10.89913625104476]",11.901296419637104,18.083073282416148,2.85975977842903
ARX_na8_nb1_nk2_alpha0.01,8,1,2,0.01,25,91.61825250888471,84.27174660337174,-2.5099376148669306,"[20.466612432659236, -16.57893083093431, 32.75926380743586, 10.89872574697054]",11.88641778903283,18.169665989339876,2.801584794362892
ARX_na8_nb1_nk2_alpha0.001,8,1,2,0.001,25,91.61824006612815,84.27161371894496,-2.509808130667124,"[20.471313089481757, -16.595546091282998, 32.7650712305496, 10.898654518651608]",11.884873186849994,18.178397413312982,2.7956744801935027
ARX_na8_nb1_nk2_alpha0,8,1,2,0.0,25,91.61823867969905,84.27159886951296,-2.5097941959718817,"[20.47183550281226, -16.597394390630527, 32.7657162872949, 10.898646257915045]",11.88470091434792,18.179368389695206,2.7950167195003175
ARX_na2_nb5_nk2_alpha0,2,5,2,0.0,83,91.91761700814773,85.66941374699965,-6.652866756933662,"[17.126002418441132, -15.144838762087787, 25.415715857288856, 6.386732323771582]",8.445902959353447,15.199358169712134,0.8462238744973796
ARX_na2_nb5_nk2_alpha0.001,2,5,2,0.001,83,91.91765386238477,85.66935868561772,-6.6539021627142425,"[17.123655855947383, -15.145207667131476, 25.4146576342428, 6.385344645082347]",8.444612617035263,15.198917930633684,0.8451536517184213
ARX_na2_nb5_nk2_alpha0.01,2,5,2,0.01,83,91.91797102473893,85.6688594237259,-6.663164613366512,"[17.102907581566605, -15.148516391394296, 25.405114445893695, 6.372982871062649]",8.433122126782163,15.19499549248759,0.8356243805383672
ARX_na2_nb5_nk2_alpha0.1,2,5,2,0.1,83,91.92014329952731,85.66368675961347,-6.750309763686491,"[16.9237681751352, -15.180304591118476, 25.310307680102728, 6.259898890186733]",8.328417538576547,15.15918394005926,0.7488255685469172
ARX_na2_nb3_nk2_alpha0,2,3,2,0.0,51,91.89941324790077,85.6403100396274,-7.550205440276936,"[18.539093066016555, -19.887291575474286, 21.92255045195305, 6.249494720977433]",6.7059616658681875,16.423893060476942,-1.5059848643702836
ARX_na2_nb3_nk2_alpha0.001,2,3,2,0.001,51,91.8994360228241,85.64029252721149,-7.550618807742704,"[18.53725159258409, -19.886140674262776, 21.92188740087865, 6.2485984122442435]",6.705399182861052,16.42294815229271,-1.5060748932853034
ARX_na2_nb3_nk2_alpha0.01,2,3,2,0.01,51,91.89963161183074,85.64013579736319,-7.554055832176632,"[18.52118154234241, -19.875990583778513, 21.91642485206612, 6.2407614308993775]",6.700594310382348,16.414734939188072,-1.5067731592116882
ARX_na2_nb3_nk2_alpha0.1,2,3,2,0.1,51,91.90095845519642,85.63853771278505,-7.571406670297742,"[18.395397226416897, -19.78941504812537, 21.89140363742442, 6.178171413935695]",6.668889307412911,16.351747643013145,-1.506984514093661
ARX_na5_nb1_nk2_alpha0.1,5,1,2,0.1,22,91.62764347911333,84.0712463695457,-7.602217728304295,"[16.50275165855075, -23.176430716268513, 24.667987415194624, 4.697781322703953]",5.6730224200452035,18.10617140651633,-3.3800632832129622
ARX_na5_nb1_nk2_alpha0.01,5,1,2,0.01,22,91.62756224952493,84.07024577515145,-7.5998484020365575,"[16.545401687353532, -23.332661025442626, 24.72851205093043, 4.697946889942783]",5.65979990069603,18.19065736232579,-3.435528780466865
ARX_na5_nb1_nk2_alpha0.001,5,1,2,0.001,22,91.62755378962096,84.07013878132507,-7.599646040687724,"[16.54967701373633, -23.348462741881093, 24.734554448318747, 4.69793462706628]",5.658425836810066,18.19917692769591,-3.4411626270378886
ARX_na5_nb1_nk2_alpha0,5,1,2,0.0,22,91.62755284580321,84.07012681360942,-7.599623954583379,"[16.55015216269531, -23.35022052255915, 24.735225701585193, 4.697932932834004]",5.658272568638838,18.200124350991636,-3.4417896068569798
ARX_na12_nb8_nk3_alpha0.1,12,8,3,0.1,141,89.27533245621841,72.48076898284035,-36.986621432087155,"[-25.564064989730696, -33.32406261936374, -2.03716974849506, -38.08040484530408]",-24.751425550723393,13.854147347030066,-31.678499224238426
ARX_na12_nb5_nk3_alpha0.1,12,5,3,0.1,93,89.29988551761396,71.97335473658414,-35.635000671972136,"[-24.207955917321634, -37.45241956164358, -2.0352020462091502, -35.330334670997445]",-24.756478049042954,14.04947182707384,-31.781213962579873
ARX_na12_nb8_nk3_alpha0.01,12,8,3,0.01,141,89.27122752909172,72.40476119750767,-37.14835771986866,"[-25.74121564593841, -33.46679060351163, -2.1846041060237686, -38.32439380220769]",-24.929251039420375,13.877118595830535,-31.86781033733564
ARX_na12_nb8_nk3_alpha0.001,12,8,3,0.001,141,89.27064895400501,72.39706385661017,-37.16504020933537,"[-25.75930766456811, -33.482333722588706, -2.19953391496841, -38.34883077641808]",-24.94750151963583,13.879553720682066,-31.887278379976863
ARX_na12_nb8_nk3_alpha0,12,8,3,0.0,141,89.27058176868374,72.39620765824759,-37.16690019436373,"[-25.761322812634834, -33.484082941112426, -2.2011928180530216, -38.351544035257554]",-24.94953565176446,13.87982732439385,-31.889449313961386
ARX_na12_nb5_nk3_alpha0.01,12,5,3,0.01,93,89.2983419252125,71.91329773778632,-35.81014478124842,"[-24.394179491984612, -37.5497983809598, -2.2599525181631774, -35.54077023303292]",-24.936175156035127,14.018432152256104,-31.94539123216318
ARX_na12_nb5_nk3_alpha0.001,12,5,3,0.001,93,89.2981447734442,71.9072154724583,-35.82938503983275,"[-24.414691268194886, -37.55862927429079, -2.2853867082224033, -35.56281310400446]",-24.955380088678133,14.014104230022902,-31.962432203689584
ARX_na12_nb5_nk3_alpha0,12,5,3,0.0,93,89.29812219430903,71.90653859532642,-35.83154958547603,"[-24.417000217038165, -37.55959710825098, -2.288258085615147, -35.56527753011094]",-24.957533235253806,14.013604681148074,-31.964335575827842
ARX_na12_nb3_nk3_alpha0.1,12,3,3,0.1,61,89.30821059509199,71.78760033014863,-34.961599677455936,"[-22.60979325826242, -41.330892951296995, 0.23111888573840167, -34.89590581541589]",-24.651368284809223,15.862402786916213,-32.58256967826733
ARX_na12_nb3_nk3_alpha0.01,12,3,3,0.01,61,89.30738157586043,71.74168259413075,-35.04438006869026,"[-22.697069930369796, -41.44892959400115, 0.16639032714177437, -35.03332719855472]",-24.753234098945974,15.887432571262378,-32.696950384577164
ARX_na12_nb3_nk3_alpha0.001,12,3,3,0.001,61,89.30726709199878,71.73702491478325,-35.05377773722127,"[-22.70711846118545, -41.460307735599876, 0.15815344200728054, -35.047616941095306]",-24.76422242396834,15.88917841682521,-32.70881163238094
ARX_na12_nb3_nk3_alpha0,12,3,3,0.0,61,89.30725385690279,71.73650642710167,-35.05484180478469,"[-22.708258703335904, -41.46156516690449, 0.15720660788262064, -35.04921408043431]",-24.765457835698022,15.889358968770809,-32.710137320083426
ARX_na12_nb1_nk3_alpha0.1,12,1,3,0.1,29,89.29182366106996,70.02267881559511,-35.22506908058585,"[-23.7341612317276, -39.61856602167779, -2.399360590384747, -36.162478919000506]",-25.47864169069766,14.575478261327335,-32.76638082136133
ARX_na8_nb5_nk3_alpha0.1,8,5,3,0.1,89,89.31302463974895,71.6849057895777,-37.61446940653552,"[-24.66485843999726, -36.734862930112385, -7.240286479725544, -37.88680824480737]",-26.63170402366064,12.335383524956775,-32.79939578613903
ARX_na12_nb1_nk3_alpha0.01,12,1,3,0.01,29,89.29133182103908,69.9944874702591,-35.25410962242355,"[-23.725144743755333, -39.83292867418775, -2.3733388129629107, -36.229170739012375]",-25.54014574247959,14.650376029681823,-32.8653337573205
ARX_na12_nb1_nk3_alpha0.001,12,1,3,0.001,29,89.29128129299413,69.99164485114615,-35.25706546739815,"[-23.7242364613834, -39.85462001512872, -2.370773471648735, -36.2358952279991]",-25.54638129403999,14.657936529167642,-32.87534955862381
ARX_na12_nb1_nk3_alpha0,12,1,3,0.0,29,89.29127566354573,69.99132873758143,-35.2573944887973,"[-23.724135469957197, -39.857033067877, -2.37048886320137, -36.23664302346117]",-25.547075106124183,14.65877738693818,-32.876463799593274
ARX_na8_nb5_nk3_alpha0.01,8,5,3,0.01,89,89.31147733169253,71.62488251138694,-37.78613361908529,"[-24.847371981570188, -36.82852611276963, -7.473649811243854, -38.08880046057408]",-26.809587091539438,12.301712807376203,-32.96044349522754
ARX_na8_nb5_nk3_alpha0.001,8,5,3,0.001,89,89.31127908480116,71.61881793570575,-37.8049184219968,"[-24.86738335403389, -36.83695139127394, -7.499953121107117, -38.109924212571]",-26.828553019746487,12.297137212100195,-32.977121625796585
ARX_na8_nb5_nk3_alpha0,8,5,3,0.0,89,89.31125637400285,71.61814324264746,-37.807030735221424,"[-24.86963466126937, -36.83787362319546, -7.502921368983895, -38.112285525697295]",-26.830678794786508,12.29661030496755,-32.97898394727028
ARX_na8_nb8_nk3_alpha0.1,8,8,3,0.1,137,89.28371755694614,71.89151283227942,-39.762167852753926,"[-27.814206297235188, -33.06690030719148, -5.709373700842191, -41.83118361523492]",-27.105415980125944,13.329296087524623,-33.77006402388825
ARX_na8_nb8_nk3_alpha0.01,8,8,3,0.01,137,89.2796676222136,71.81619002179379,-39.91910669872216,"[-27.985008494768838, -33.205654920854435, -5.8587616231452255, -42.05793575847376]",-27.276840199310566,13.349786722650238,-33.95173356063569
ARX_na8_nb8_nk3_alpha0.001,8,8,3,0.001,137,89.27909797042525,71.80841825755499,-39.93589248207279,"[-28.003117637240592, -33.221359919366456, -5.874695418384457, -42.0813512394659]",-27.29513105361435,13.351861328662933,-33.971061717945815
ARX_na8_nb8_nk3_alpha0,8,8,3,0.0,137,89.27903184412892,71.80755138853516,-39.937773722905035,"[-28.005145600682656, -33.2231364522759, -5.876479429599457, -42.08396302679256]",-27.297181127337645,13.352092910609688,-33.97322758264249
ARX_na8_nb3_nk3_alpha0.1,8,3,3,0.1,57,89.3179933883862,71.36342062897498,-37.519879738043784,"[-23.735081697109763, -41.1171204827832, -5.954072470119587, -37.87040855207129]",-27.16917080052096,13.8828595297663,-34.11060056540411
ARX_na8_nb1_nk3_alpha0.1,8,1,3,0.1,25,89.30491264863511,69.65327128237787,-37.7454440222335,"[-24.780924077104196, -39.19685803731012, -8.656181914730965, -38.81540620500687]",-27.86234255853804,12.518112786234662,-34.12139895165537
ARX_na8_nb1_nk3_alpha0.01,8,1,3,0.01,25,89.30445612263553,69.6246436307261,-37.779657959258195,"[-24.78048884300057, -39.40171922246143, -8.639897170525712, -38.884769914153324]",-27.926718787535258,12.586051509760367,-34.21974454241544
ARX_na8_nb3_nk3_alpha0.01,8,3,3,0.01,57,89.31717235813342,71.3165930521992,-37.60282550116458,"[-23.825617754758156, -41.22868881939512, -6.030140295378583, -38.00332232662862]",-27.27194229904012,13.901839769948134,-34.22286218401419
ARX_na8_nb1_nk3_alpha0.001,8,1,3,0.001,25,89.3044091606996,69.62175782900637,-37.78313130152906,"[-24.780443565325626, -39.422444616337174, -8.63830320041934, -38.89176301427726]",-27.93323859908985,12.592912300464965,-34.229694749322334
ARX_na8_nb1_nk3_alpha0,8,1,3,0.0,25,89.30440392787995,69.62143692254877,-37.78351782382976,"[-24.780438518161098, -39.42475016155142, -8.638126494436227, -38.89254067157728]",-27.933963961431505,12.593675369834141,-34.230801646348574
ARX_na8_nb3_nk3_alpha0.001,8,3,3,0.001,57,89.31705759512482,71.31184506488708,-37.612186913996325,"[-23.835933053842396, -41.23936801676835, -6.039653760199037, -38.01711717230161]",-27.283018000777847,13.902908955343094,-34.23447247844939
ARX_na8_nb3_nk3_alpha0,8,3,3,0.0,57,89.31704431125468,71.3113165420489,-37.6132461418393,"[-23.837101841562426, -41.240547045156006, -6.0407448534768315, -38.01865878752275]",-27.284263131929507,13.903013167710824,-34.23576971578492
ARX_na5_nb3_nk3_alpha0.1,5,3,3,0.1,54,89.33775926323266,71.46597636956538,-37.811428834618944,"[-23.002853486035903, -42.41178862478379, -7.153594125408347, -38.4152990585789]",-27.74588382370174,13.923576380469648,-34.70767201393656
ARX_na5_nb3_nk3_alpha0.01,5,3,3,0.01,54,89.33702354155196,71.42124421450198,-37.891139530564935,"[-23.088870059595923, -42.52106710975356, -7.2243944885547196, -38.540416621836826]",-27.843687069935257,13.942820906277968,-34.81509752307424
ARX_na5_nb3_nk3_alpha0.001,5,3,3,0.001,54,89.33692068253491,71.41671749837228,-37.900093290149314,"[-23.0986376137011, -42.53148271483358, -7.233228217716259, -38.553387508190816]",-27.854184013610435,13.943951126575278,-34.82615957689808
ARX_na5_nb3_nk3_alpha0,5,3,3,0.0,54,89.33690877751671,71.41621374182827,-37.90110572849328,"[-23.09974380885209, -42.53263184633842, -7.234241203247871, -38.55483693569235]",-27.855363448532685,13.94406272698129,-34.82739481202333
ARX_na5_nb1_nk3_alpha0.1,5,1,3,0.1,22,89.3250701765474,69.55180991345468,-38.556472194640065,"[-24.59455583239354, -40.73317847514468, -11.169636297228426, -39.91762669937295]",-29.1037493260349,12.187583869176663,-35.19754126062323
ARX_na5_nb1_nk3_alpha0.01,5,1,3,0.01,22,89.32461472818964,69.52301948610807,-38.59181657228721,"[-24.59614766401903, -40.93753741357355, -11.151604947887495, -39.98761182341055]",-29.168225462222658,12.258449485877678,-35.297450205161496
ARX_na5_nb1_nk3_alpha0.001,5,1,3,0.001,22,89.32456787924316,69.52011740517514,-38.59540288227681,"[-24.59630653926601, -40.958210679592796, -11.149832035996088, -39.99466850846256]",-29.17475444082936,12.265606326731366,-35.30755760419504
ARX_na5_nb1_nk3_alpha0,5,1,3,0.0,22,89.32456265903745,69.51979468988854,-38.59580195572787,"[-24.59632419217852, -40.960510411379694, -11.14963539903755, -39.99545324745859]",-29.17548081251359,12.26640232875163,-35.3086819768894
ARX_na5_nb5_nk3_alpha0.1,5,5,3,0.1,86,89.30711616559267,70.34189912202706,-42.1433421984939,"[-29.178315504937547, -41.66810061238091, -13.12480764555235, -43.800956721931314]",-31.94304512120053,12.216347279140098,-38.05121876077058
ARX_na5_nb5_nk3_alpha0.01,5,5,3,0.01,86,89.3057243334901,70.2840499504131,-42.29746210769303,"[-29.341723247860863, -41.744729846815055, -13.341676179306305, -43.98140148105079]",-32.102382688758254,12.1826854127747,-38.193725395145606
ARX_na5_nb5_nk3_alpha0.001,5,5,3,0.001,86,89.30554313790238,70.2781803545242,-42.314525523528076,"[-29.359893411564176, -41.75149214332734, -13.366420438182613, -44.000444574086316]",-32.11956264179011,12.178110877520433,-38.20861808055033
ARX_na5_nb5_nk3_alpha0,5,5,3,0.0,86,89.30552234635253,70.2775270899718,-42.31644666998599,"[-29.36194083809127, -41.75222975656459, -13.369216379192018, -44.002575317817325]",-32.1214905729163,12.177584059600749,-38.210282602716674
ARX_na5_nb8_nk3_alpha0.1,5,8,3,0.1,134,89.27588990022981,70.0520558850126,-45.49027666969481,"[-34.64946517606264, -38.161038363367815, -12.142953776865761, -49.333242664461885]",-33.571674995189525,13.507784757731875,-40.32556737405546
ARX_na5_nb8_nk3_alpha0.01,5,8,3,0.01,134,89.27203380617729,69.99455307128453,-45.57821051241666,"[-34.737892122751134, -38.23603477655841, -12.217968585670658, -49.471597220030425]",-33.66587317625266,13.526539889688383,-40.42914312109685
ARX_na5_nb8_nk3_alpha0.001,5,8,3,0.001,134,89.27148542827578,69.98874917164369,-45.587595382597755,"[-34.74715583658332, -38.24492895750251, -12.225939869337822, -49.48545440975876]",-33.6758697682956,13.528362936072256,-40.440051236331726
ARX_na5_nb8_nk3_alpha0,5,8,3,0.0,134,89.27142170117042,69.98810389949416,-45.58864641474349,"[-34.74819142727663, -38.24594189809189, -12.226830911607145, -49.48699280645854]",-33.676989260858555,13.52856521958689,-40.441271870652
ARX_na12_nb2_nk3_alpha0.1,12,2,3,0.1,45,89.29490945567629,67.82519281362347,-42.78229380504279,"[-31.830187472805726, -48.55214672789512, -10.674972438807572, -44.115144346934464]",-33.793112746610724,14.685663990271301,-41.13594474174637
ARX_na3_nb1_nk3_alpha0.1,3,1,3,0.1,20,89.29391166060583,68.41764684764175,-43.94998750826205,"[-28.996042160986192, -47.763612003627884, -19.070345151357127, -45.15543046302888]",-35.24635744475002,11.78559719144283,-41.139156040471434
ARX_na3_nb1_nk3_alpha0.01,3,1,3,0.01,20,89.29349565591399,68.38685879374557,-43.997053444001466,"[-29.010783136954576, -47.97538691004313, -19.078425290311827, -45.23145766396623]",-35.32401325031894,11.853171652748607,-41.25059907669325
ARX_na3_nb1_nk3_alpha0.001,3,1,3,0.001,20,89.29345283965075,68.38375634109381,-44.001814479276405,"[-29.01226391551537, -47.99679233594429, -19.079271054423753, -45.23911890370249]",-35.331861552396475,11.859998231069964,-41.26186066793146
ARX_na3_nb1_nk3_alpha0,3,1,3,0.0,20,89.29344806851775,68.38341135542734,-44.002344105915505,"[-29.012428525003276, -47.99917331050243, -19.079365465155675, -45.239970819008235]",-35.3327345299174,11.860757524514334,-41.263113292174566
ARX_na12_nb2_nk3_alpha0.01,12,2,3,0.01,45,89.29408204328114,67.77490259247757,-42.8487291437095,"[-31.920201647110158, -48.72758211611112, -10.696299187322357, -44.240397464654095]",-33.89612010379943,14.740355184365704,-41.26629769598229
ARX_na12_nb2_nk3_alpha0.001,12,2,3,0.001,45,89.29398664657319,67.76981432837852,-42.8549912071911,"[-31.92998885626064, -48.74473525438885, -10.697507086057012, -44.25294195781311]",-33.906293288629904,14.746067567836915,-41.27932707254836
ARX_na12_nb2_nk3_alpha0,12,2,3,0.0,45,89.29397585912294,67.76924815665531,-42.85568149813383,"[-31.931088293045672, -48.74663511864226, -10.697628001517256, -44.254335953550175]",-33.907421841688844,14.746705621221857,-41.28077465229977
ARX_na8_nb2_nk3_alpha0.1,8,2,3,0.1,41,89.30718558445147,67.37957847073778,-45.23074099813451,"[-32.72288112701338, -48.16185408808744, -17.050975825855108, -46.55488624530479]",-36.12264932156518,12.540545964460085,-42.39292230379522
ARX_na8_nb2_nk3_alpha0.01,8,2,3,0.01,41,89.30638449602604,67.3284889412675,-45.298132987724735,"[-32.81677000160717, -48.32624683967999, -17.078885565130484, -46.67970312804221]",-36.225401383614965,12.58899044404464,-42.519896605637285
ARX_na8_nb2_nk3_alpha0.001,8,2,3,0.001,41,89.30629106150849,67.32332379937915,-45.30445238397864,"[-32.82694817071068, -48.3421866596198, -17.080643768369463, -46.69226389927643]",-36.2355106244941,12.594071183957574,-42.53254621647288
ARX_na8_nb2_nk3_alpha0,8,2,3,0.0,41,89.3062804811399,67.32274912471836,-45.30514849862737,"[-32.828091102030776, -48.34395017264439, -17.080824251057525, -46.693660641385]",-36.236631541779424,12.594638967711262,-42.533951025635055
ARX_na5_nb2_nk3_alpha0.1,5,2,3,0.1,38,89.32738350653193,67.33250284660545,-46.206456949697674,"[-32.51017475751987, -50.18459259061419, -20.212419388085557, -47.60474169521118]",-37.6279821078577,12.11092456834953,-43.68344439203246
ARX_na5_nb2_nk3_alpha0.01,5,2,3,0.01,38,89.32665197094587,67.28231172729753,-46.27409564435212,"[-32.60000844877538, -50.34787942614252, -20.24206360170302, -47.72756321449523]",-37.729378672779035,12.158401238267565,-43.80857929191282
ARX_na5_nb2_nk3_alpha0.001,5,2,3,0.001,38,89.32656709592457,67.27724163786091,-46.28045057811778,"[-32.609667271924955, -50.3636961883565, -20.244004278387063, -47.73997024096319]",-37.73933449490793,12.163339269048855,-43.82100412943235
ARX_na5_nb2_nk3_alpha0,5,2,3,0.0,38,89.32655749082498,67.27667760028645,-46.28115081490649,"[-32.61075080573956, -50.36544584784697, -20.244205200100506, -47.74135060912843]",-37.74043811570387,12.163890507079346,-43.82238336924354
ARX_na2_nb1_nk3_alpha0.1,2,1,3,0.1,19,89.26319777369338,66.66728285999281,-48.22409754000463,"[-33.49209942937135, -52.28258396380443, -25.702344941506404, -49.71741895495041]",-40.29861182240815,11.087257707621662,-45.84224067621898
ARX_na2_nb1_nk3_alpha0.01,2,1,3,0.01,19,89.26292539549743,66.6434314870324,-48.249937482982205,"[-33.48546913779988, -52.4678175715887, -25.67815602565271, -49.76916604528818]",-40.350152195082366,11.15736282864424,-45.928833609404485
ARX_na2_nb1_nk3_alpha0.001,2,1,3,0.001,19,89.26289700162032,66.64102244858098,-48.25257566984189,"[-33.48481289578591, -52.486567467939715, -25.675774065469348, -49.77439942847166]",-40.355388464416656,11.164443101903403,-45.93761001536836
ARX_na2_nb1_nk3_alpha0,2,1,3,0.0,19,89.2628938336434,66.64075450588204,-48.25286942190709,"[-33.48474006004807, -52.48865336820157, -25.67550983132383, -49.774981584019095]",-40.35597121089814,11.165230590819592,-45.938586506307935
ARX_na2_nb2_nk3_alpha0.1,2,2,3,0.1,35,89.32718275002112,66.34823856965099,-48.90971130390129,"[-35.02124064986813, -53.02580783515436, -25.163532778424003, -50.865226053935885]",-41.018951829345596,11.494352525510228,-46.76612809210071
ARX_na2_nb2_nk3_alpha0.01,2,2,3,0.01,35,89.32668875874576,66.32547175884112,-48.916250742962085,"[-35.04167711060979, -53.12539677993067, -25.11412126863659, -50.915408042934665]",-41.049150800527926,11.54549322512568,-46.82189741309077
ARX_na2_nb2_nk3_alpha0.001,2,2,3,0.001,35,89.32662860360723,66.3231703214374,-48.916476677780295,"[-35.04430585547649, -53.13481310568993, -25.108114176364783, -50.920541650057906]",-41.051943696897276,11.550783208559258,-46.8273353011769
ARX_na2_nb2_nk3_alpha0,2,2,3,0.0,35,89.32662175893537,66.32291425928054,-48.916495674744766,"[-35.04460698115399, -53.13585118911135, -25.10743143861418, -50.92111379321904]",-41.05225085052464,11.551373336794233,-46.82793751892176
ARX_na3_nb2_nk3_alpha0.1,3,2,3,0.1,36,89.32537828438464,66.06309138152015,-49.50121937011678,"[-35.67291185923969, -53.627212645297305, -25.992269746392683, -51.57271270615957]",-41.71627673927231,11.432261140213289,-47.43240730937895
ARX_na3_nb2_nk3_alpha0.01,3,2,3,0.01,36,89.32469658351037,66.01346081108034,-49.56251861391217,"[-35.75415016643972, -53.78206560888579, -26.019287723788832, -51.688714908298515]",-41.811054601853215,11.477578905532331,-47.54984405461938
ARX_na3_nb2_nk3_alpha0.001,3,2,3,0.001,36,89.3246170108853,66.00843925779412,-49.56827578357248,"[-35.76294251619538, -53.79704797984206, -26.02098905335737, -51.70050985635179]",-41.82037235143665,11.482278138859995,-47.56151142086665
ARX_na3_nb2_nk3_alpha0,3,2,3,0.0,36,89.32460799961214,66.00788050990832,-49.56891010489042,"[-35.76392964580051, -53.79870501833817, -26.02116367336236, -51.70182323185904]",-41.82140539234002,11.482802508669842,-47.56280664667494
ARX_na3_nb5_nk3_alpha0.1,3,5,3,0.1,84,89.28759901484689,66.15740082410375,-51.50253836211516,"[-40.265070703225845, -50.438428790720316, -24.645373484185363, -55.68248103191462]",-42.75783850251154,11.835467164728088,-48.67557208487558
ARX_na3_nb5_nk3_alpha0.01,3,5,3,0.01,84,89.28623702331714,66.1103998157605,-51.6118382294062,"[-40.37524993817525, -50.47253842147208, -24.810563857481082, -55.8098767192613]",-42.86705723409743,11.80684099343309,-48.77047773081397
ARX_na3_nb5_nk3_alpha0.001,3,5,3,0.001,84,89.28605846045161,66.10563335308227,-51.62442269479477,"[-40.388070190946635, -50.47500992314551, -24.830193172621563, -55.82359612737409]",-42.87921735352195,11.802818462871869,-48.780626584957886
ARX_na3_nb5_nk3_alpha0,3,5,3,0.0,84,89.28603795726706,66.10510295108705,-51.625846421190616,"[-40.389522950130385, -50.475270204222575, -24.832421934177894, -55.82513514754772]",-42.88058755901964,11.802353600663668,-48.78176435935147
ARX_na2_nb5_nk3_alpha0.1,2,5,3,0.1,83,89.28732726920363,66.09471898673995,-51.62429737037613,"[-40.40685172233045, -50.55753112370955, -24.803020920998264, -55.83510490503254]",-42.9006271680177,11.828685053310993,-48.814969694673195
ARX_na2_nb5_nk3_alpha0.01,2,5,3,0.01,83,89.28608184514329,66.07481687162664,-51.68091819487397,"[-40.455726765001955, -50.540078123893984, -24.90000665443248, -55.89647586707625]",-42.94807185260117,11.803009861667187,-48.84957678343476
ARX_na2_nb5_nk3_alpha0.001,2,5,3,0.001,83,89.28591494514845,66.07273559043381,-51.688286224461024,"[-40.46247425693015, -50.53744682741965, -24.91288183850009, -55.903656779905745]",-42.95411492568891,11.799278807351003,-48.85375432936441
ARX_na2_nb5_nk3_alpha0,2,5,3,0.0,83,89.28589573632783,66.0725029142856,-51.68913160018569,"[-40.46325369425434, -50.53714139276697, -24.91436176004125, -55.9044708669171]",-42.95480692849491,11.79884625123573,-48.854230054112776
ARX_na2_nb3_nk3_alpha0.1,2,3,3,0.1,51,89.31675865783103,66.22876141761458,-51.05459946682125,"[-37.68914994974162, -56.08708171536061, -25.465622008188337, -54.00598687142468]",-43.31196013617881,12.526708647409126,-49.57531445988337
ARX_na2_nb3_nk3_alpha0.01,2,3,3,0.01,51,89.31620966174891,66.21099356616817,-51.054961546799895,"[-37.687227286641644, -56.11832712794238, -25.433709870933008, -54.0381493325635]",-43.319353404520136,12.553121163062677,-49.59591398605147
ARX_na2_nb3_nk3_alpha0.001,2,3,3,0.001,51,89.31612871950703,66.20915450355125,-51.0558834600602,"[-37.688121887729075, -56.12098769389809, -25.43212689488086, -54.04182650643386]",-43.32076574573547,12.555047814766107,-49.59828965311853
ARX_na2_nb3_nk3_alpha0,2,3,3,0.0,51,89.31611930517819,66.20894903139451,-51.05600239805914,"[-37.6882413497504, -56.1212764480516, -25.431980893776274, -54.04224380803928]",-43.320935624904386,12.555249106610628,-49.5985601782097
ARX_na3_nb3_nk3_alpha0.1,3,3,3,0.1,52,89.31655510796828,66.1842139614455,-51.137781666315554,"[-37.78615294664165, -56.167309628414564, -25.577318809678886, -54.10852749913626]",-43.40982722096784,12.518382619180514,-49.6690185305581
ARX_na3_nb3_nk3_alpha0.01,3,3,3,0.01,52,89.31587710626327,66.13871091157458,-51.18968241160013,"[-37.84448053260221, -56.248199541280464, -25.61456519580918, -54.20438085122177]",-43.47790653022841,12.539657960324877,-49.74773551039085
ARX_na3_nb3_nk3_alpha0.001,3,3,3,0.001,52,89.31578310099995,66.13408201194726,-51.19577630795713,"[-37.85143071787096, -56.25583935548324, -25.619919416951163, -54.214458334560064]",-43.48541195621635,12.541070731930795,-49.755947322181754
ARX_na3_nb3_nk3_alpha0,3,3,3,0.0,52,89.3157722336016,66.13356639758226,-51.19647005882866,"[-37.85222332369005, -56.256681473773675, -25.62054437486756, -54.215587078224445]",-43.486259062638936,12.541214935537981,-49.756866530407926
ARX_na3_nb8_nk3_alpha0.1,3,8,3,0.1,132,89.25618398907429,65.7602316571527,-55.45925771221012,"[-46.37962976717678, -47.7677323910473, -23.92679771391011, -62.26884328933209]",-45.08575079036657,13.709732959039655,-51.940617269886395
ARX_na3_nb8_nk3_alpha0.01,3,8,3,0.01,132,89.25238067849058,65.70985199817505,-55.514346205874965,"[-46.42603005984629, -47.8049609979978, -23.966606041531247, -62.36708839198706]",-45.1411713728406,13.728083179499942,-52.005212962590576
ARX_na3_nb8_nk3_alpha0.001,3,8,3,0.001,132,89.25183878949542,65.70466086796233,-55.52073869017653,"[-46.43140236300707, -47.81034634887607, -23.971465189216623, -62.37726298262434]",-45.14761922093102,13.729788223453452,-52.01251333265775
