dataset,model,na,nb,nk,alpha,n_params,val_FIT_1step,val_FIT_sim,val_robust_score,val_block_mean_FIT_sim,val_block_std_FIT_sim,val_block_FIT_sim
old_feedback_data,ARX_na12_nb3_nk1_alpha0.1,12,3,1,0.1,61,91.15962040396643,50.31776714953799,45.73725486894476,47.25159121817068,3.0286726984518384,"[50.29555512525783, 46.91997748596177, 42.45758777646703, 49.3332444849961]"
old_feedback_data,ARX_na12_nb2_nk1_alpha0.1,12,2,1,0.1,45,91.16017676550545,50.31608713495805,45.736646788689406,47.25481956296862,3.0363455485584243,"[50.3311963263763, 46.856306303161276, 42.475742910123735, 49.356032712213164]"
old_feedback_data,ARX_na12_nb3_nk1_alpha0.01,12,3,1,0.01,61,91.159329627053,50.316767991085975,45.735578046708504,47.25073925855668,3.0303224236963424,"[50.294108499502464, 46.920167053664194, 42.45338100758958, 49.3353004734705]"
old_feedback_data,ARX_na12_nb3_nk1_alpha0.001,12,3,1,0.001,61,91.15929238751964,50.31662980045968,45.73535266465688,47.25061774442681,3.0305301595398597,"[50.29394641067127, 46.92010687146444, 42.452866435745285, 49.33555125982625]"
old_feedback_data,ARX_na12_nb3_nk1_alpha0,12,3,1,0.0,61,91.15928812850245,50.31661388115053,45.73532678026683,47.25060370323169,3.0305538459297168,"[50.29392815519107, 46.92009898658953, 42.45280792968155, 49.335579741464606]"
old_feedback_data,ARX_na12_nb2_nk1_alpha0.01,12,2,1,0.01,45,91.16008969294347,50.312782677762,45.73276257377149,47.25125760393136,3.0369900603197446,"[50.328990859552825, 46.85520036260578, 42.47034415778982, 49.35049503577702]"
old_feedback_data,ARX_na12_nb2_nk1_alpha0.001,12,2,1,0.001,45,91.16008034758687,50.31245188532749,45.732370288306534,47.25090062279984,3.037060668986611,"[50.328788916381924, 46.85510721747088, 42.46978887940841, 49.349917477938135]"
old_feedback_data,ARX_na12_nb2_nk1_alpha0,12,2,1,0.0,45,91.16007930140181,50.31241511635858,45.732326640704905,47.25086093803287,3.0370685946559415,"[50.328766702604845, 46.85509705685188, 42.46972698034271, 49.349853012332076]"
old_feedback_data,ARX_na5_nb5_nk1_alpha0,5,5,1,0.0,86,91.15809421674172,49.80847809380864,45.382423204092234,46.808902602355644,2.8529587965268264,"[49.9706142043655, 46.85729584629759, 42.25373604113233, 48.153964317627164]"
old_feedback_data,ARX_na5_nb5_nk1_alpha0.001,5,5,1,0.001,86,91.15810072816527,49.80846537273358,45.382411329097735,46.80889022563144,2.8529577930674015,"[49.97061432721037, 46.857260483822415, 42.25373450533647, 48.153951586156495]"
old_feedback_data,ARX_na5_nb5_nk1_alpha0.01,5,5,1,0.01,86,91.15815741774894,49.80834819507856,45.38230027639221,46.808775977075285,2.852951401366153,"[49.970615292699286, 46.85693533135142, 42.25371444933859, 48.15383883491185]"
old_feedback_data,ARX_na5_nb5_nk1_alpha0.1,5,5,1,0.1,86,91.15858638112478,49.80701847203311,45.38092669545243,46.80746326631414,2.853073141723416,"[49.97064180686044, 46.853258659845956, 42.25309894115862, 48.152853657391546]"
old_feedback_data,ARX_na5_nb3_nk1_alpha0.1,5,3,1,0.1,54,91.1601401262807,49.80889986670055,45.29085365561467,46.83197089236644,3.0822344735035436,"[49.90385204229305, 46.423577369988976, 41.97529054305207, 49.02516361413167]"
old_feedback_data,ARX_na5_nb3_nk1_alpha0.01,5,3,1,0.01,54,91.15984671880662,49.809161748252386,45.290451912255776,46.83245433492768,3.0840048453438107,"[49.9037886790064, 46.42542224736223, 41.972108164304466, 49.028498249037625]"
old_feedback_data,ARX_na5_nb3_nk1_alpha0.001,5,3,1,0.001,54,91.15980915158522,49.809169395501826,45.29037417297255,46.83248693282392,3.0842255197027413,"[49.90378568764441, 46.42555189002915, 41.97171477329419, 49.02889538032793]"
old_feedback_data,ARX_na5_nb3_nk1_alpha0,5,3,1,0.0,54,91.1598048552035,49.80916997202449,45.290364993346365,46.83249031877404,3.084250650855348,"[49.90378541267857, 46.425565452656315, 41.97167001876822, 49.02894039099306]"
old_feedback_data,ARX_na5_nb2_nk1_alpha0.1,5,2,1,0.1,38,91.16067491825429,49.76757886186252,45.24390831865338,46.79287349960007,3.0979303618933804,"[49.912299124793705, 46.29696997452684, 41.947663747042654, 49.014561152037096]"
old_feedback_data,ARX_na5_nb2_nk1_alpha0.01,5,2,1,0.01,38,91.16058618996274,49.765513614125666,45.241515739010815,46.79061984409201,3.098208210162383,"[49.91118496930097, 46.29752891570753, 41.94398727862616, 49.00977821273334]"
