candidate_id,order,na,nb,nk,residual_model,shrink,train_seconds,arx_val_FIT_sim,arx_test_FIT_sim,val_FIT_sim,val_RMSE_sim,test_FIT_sim,test_RMSE_sim,test_Bias_sim
17,"(1,1,2)",1,1,2,ridge_1,0.6,0.07482194900512695,68.25214916263313,66.26345701580551,69.96013887821493,0.9018302690495591,68.31151929284415,0.9229818550976524,0.02233641461363356
4,"(1,5,2)",1,5,2,random_forest_leaf5,0.2,19.904154062271118,68.95594283365008,66.83374279146224,69.8887033137404,0.9040437307983551,67.87375152162802,0.9358180513847941,0.013083840821675878
5,"(5,1,2)",5,1,2,ridge_1,0.4,0.0832974910736084,68.84107198659018,66.41757488973361,69.84773066441761,0.9052623972281219,67.63142459551436,0.94285493709986,0.004781509241889403
13,"(5,3,2)",5,3,2,ridge_1,0.4,0.09053778648376465,68.78755294643855,66.49222223827536,69.81935202130646,0.9061144099972754,67.71688759060987,0.9403655100596459,0.007098869707729286
8,"(5,1,2)",5,1,2,random_forest_leaf5,0.2,22.668358325958252,68.84107198659018,66.41757488973361,69.81775260348793,0.9061624293616707,67.54095833707673,0.9454901027610911,-0.0017797323714609777
1,"(1,5,2)",1,5,2,ridge_1,0.4,0.09751105308532715,68.95594283365008,66.83374279146224,69.81434541169148,0.9062762083924971,67.8576077822822,0.9362883086794436,0.01808465274186381
3,"(1,5,2)",1,5,2,extra_trees_leaf5,0.2,4.634199857711792,68.95594283365008,66.83374279146224,69.80262812373061,0.9066280013037539,67.84661354373446,0.9366085641521957,0.01320791032809842
16,"(5,3,2)",5,3,2,random_forest_leaf5,0.2,21.38189172744751,68.78755294643855,66.49222223827536,69.80149127990786,0.9066506435190315,67.64270592265052,0.9425263265615693,0.005065223104069043
12,"(2,5,2)",2,5,2,random_forest_leaf5,0.2,19.580581665039062,68.79523200462317,66.40197582319377,69.77648587602549,0.9074128806595996,67.51633431752649,0.9462293968520027,0.01407610598814334
9,"(2,5,2)",2,5,2,ridge_1,0.4,0.08941125869750977,68.79523200462317,66.40197582319377,69.76288717573705,0.9078211599798452,67.54783561123018,0.9453117833525693,0.017894941711699003
